salt,solvent,concentration,solv_per_ion_pair
[Na+].[O-]C(=O)C(F)(F)F,CN(C)C1=COC(C#N)=CO1,0.79,7.79
[Na+].[O-]C(=O)C(F)(F)F,CC(C)C(=O)C(=O)C(C)(C)CC#N,0.34,15.79
[Na+].[O-]C(=O)C(F)(F)F,CCC(=O)C(C)CS(=O)C(C)C,0.74,6.68
[Na+].[O-]C(=O)C(F)(F)F,COC(=O)C(C)CS(C)(=O)=O,0.7,7.48
[Na+].[O-]C(=O)C(F)(F)F,CC(F)CC1CC(C)C(C)C(C)C1,0.92,5.4
[Na+].[O-]C(=O)C(F)(F)F,CC(C)C(C1CC1)C(C)(C)C,0.61,10.11
[Na+].[O-]C(=O)C(F)(F)F,CCC1CC(C)C2(CC)CC12C,0.83,6.76
[Na+].[O-]C(=O)C(F)(F)F,CCCC(CCC(F)F)C(=O)OC,0.79,6.11
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(=O)C(C)(C)C(C)CC,0.7,7.32
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)C1CCCS(=O)(=O)C1,1.14,4.52
[Na+].[O-]C(=O)C(F)(F)F,CC1CCCC2C(C1)CC(C)C2(C)C,0.66,7.38
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(CCC)CC(C)C#N,1.23,4.04
[Na+].[O-]C(=O)C(F)(F)F,CCCSC(C)CC(C)CC,0.61,8.94
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)CCCC(C)C(C)(C)C#N,1.37,3.59
[Na+].[O-]C(=O)C(F)(F)F,CCC1CCS12CC2,0.74,9.76
[Na+].[O-]C(=O)C(F)(F)F,CCC1(C)C2CC(C)C(C)C21,0.34,18.79
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(C)C(=O)C1CO1,0.48,12.82
[Na+].[O-]C(=O)C(F)(F)F,CCC(C#N)CC1CCCCC1,1.28,4.24
[Na+].[O-]C(=O)C(F)(F)F,CC1CCC12CC2C(=O)OC1(C)CC1,1.37,3.35
[Na+].[O-]C(=O)C(F)(F)F,CCCC(=O)C(CC)CC(C)(C)F,0.52,9.79
[Na+].[O-]C(=O)C(F)(F)F,CCCCCCCCC(C)PC,1.01,4.83
[Na+].[O-]C(=O)C(F)(F)F,CCC1C(=O)OC(C)C(C)C1C,1.01,5.35
[Na+].[O-]C(=O)C(F)(F)F,CCCC1(CC)OOOC1C,0.43,14.02
[Na+].[O-]C(=O)C(F)(F)F,CSCC(C(=O)F)C(C)C(C)C,0.83,5.85
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)CC1C(C)C2CCC1(C#N)C2,1.14,4.17
[Na+].[O-]C(=O)C(F)(F)F,CC(CF)CCCF,1.5,4.8
[Na+].[O-]C(=O)C(F)(F)F,CCCC(C)OC(=O)OC(C)=O,1.32,3.89
[Na+].[O-]C(=O)C(F)(F)F,CC1CC2CC3(C)CC(C1)(C2)C3,0.39,15.12
[Na+].[O-]C(=O)C(F)(F)F,CCC1COC(C)C2CCC2C1C,0.57,9.18
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(C#N)C(F)(F)C(F)F,0.83,5.7
[Na+].[O-]C(=O)C(F)(F)F,CCCC(CCC)C[PH](C)=O,0.48,11.37
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(C)C(C)SOC,0.97,5.39
[Na+].[O-]C(=O)C(F)(F)F,COCS(=O)(=O)C(C)(C)C,0.3,19.57
[Na+].CCC(=O)[O-],CCCC(Cl)(CC)CC,0.7,9.23
[Na+].CCC(=O)[O-],CCCCC(CC)C(C)CC(C)C,1.41,3.54
[Na+].CCC(=O)[O-],CCCC(CCC(F)F)C(=O)OC,1.14,4.23
[Na+].CCC(=O)[O-],CCC(=O)N1CCCCC1Cl,0.52,10.63
[Na+].CCC(=O)[O-],CCCCCOC(=O)C(C)C,1.46,3.97
[Na+].CCC(=O)[O-],CSC(C#N)CC(C)(C)C,0.34,18.34
[Na+].CCC(=O)[O-],CCCC1(CC)OOOC1C,1.01,5.83
[Na+].CCC(=O)[O-],CC1CC2CC(C2)C(C)C(=O)OC1C,0.52,9.51
[Na+].CCC(=O)[O-],CCCCC1CC(CCC(C)C)C1,1.1,4.68
[Na+].CCC(=O)[O-],CCCCCCC(CC)CC,0.79,7.74
[Na+].CCC(=O)[O-],CCSCC1CC1CC,0.83,7.96
[Na+].CCC(=O)[O-],CCC(C)C1CCC(CCOC)C1,1.1,4.63
[Na+].CCC(=O)[O-],CCCCCCC1(CC)CCC(C)C1,1.23,3.85
[Na+].CCC(=O)[O-],CCCC(CC)(CC)CCl,0.74,7.96
[Na+].CCC(=O)[O-],CC1(C)CCCCCS(=O)(=O)C1,1.5,3.21
[Na+].CCC(=O)[O-],CCCCC(C)CC(=O)CC,0.88,6.91
[Na+].CCC(=O)[O-],CCC1(C)CC(=O)CCC1(C)C,0.48,12.04
[Na+].CCC(=O)[O-],CCCC12CCOC1(CC)C2,0.3,21.24
[Na+].CCC(=O)[O-],CCC1(C)C2CC(C)C(C)C21,0.52,12.26
[Na+].CCC(=O)[O-],CCCCC(=O)CCC(C)(C)C#N,1.14,4.53
[Na+].CCC(=O)[O-],CC12CCCC1(C)C(C(=O)C#N)CC2,0.97,5.09
[Na+].CCC(=O)[O-],CCCC1C(CC)OCC1C1(C)CC1,0.7,6.99
[Na+].CCC(=O)[O-],COC(=O)CCC1CCCCCC1C,0.88,5.45
[Na+].CCC(=O)[O-],CCC1CCCC(=O)C1Cl,1.32,4.36
[Na+].CCC(=O)[O-],CCCC(CCC)CC(C)CC#N,1.01,5.15
[Na+].CCC(=O)[O-],CCCCC(=O)OCCC(C)C,0.34,16.75
[Na+].CCC(=O)[O-],CCCCCC(C#N)(CC)C(C)=O,0.34,15.91
[Na+].CCC(=O)[O-],CC1CC2CC3CCC(C1)C3C2,0.88,6.57
[Na+].CCC(=O)[O-],CCCCC(C)(C)CCCC(C)C,0.79,6.56
[Na+].CCC(=O)[O-],CC1CCCC2CC1COC(C)(C)C2,1.32,3.57
[Na+].CCC(=O)[O-],CCC1C(=O)OC(C)C(C)C1C,1.01,5.48
[Na+].CCC(=O)[O-],CC(C)N(C(C)C)C(C)C1(C)CC1,1.23,4.13
[Na+].CCC(=O)[O-],CC1C2CC3C(C2)C3C1CC#N,1.01,5.79
[Na+].CCC(=O)[O-],CC1CC(OC=O)CCC2(C)CC2C1,0.7,6.99
[Na+].CCC(=O)[O-],c1csc(CCCC2CC2)c1,1.1,5.13
[Na+].CCC(=O)[O-],CC1CCC2CC1(C1CC3CC1C3)C2,1.06,4.66
[Na+].CCC(=O)[O-],CCCC1CC1(CCC)CC(C)C,1.19,4.3
[Na+].CCC(=O)[O-],CCCC1(Cl)CC2CCC1C2,0.52,10.81
[Na+].CCC(=O)[O-],CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.06,4.52
[Na+].CCC(=O)[O-],COC(=O)OC1CCCC(C)C1,0.61,9.19
[Na+].CCC(=O)[O-],CCCC(=O)C(=O)OC,1.28,5.57
[Na+].CCC(=O)[O-],CCC1CCC(C)(C)C(=O)C1,1.28,4.7
[Na+].CCC(=O)[O-],CC1(C(=O)Cl)CCCC1CCl,1.06,4.55
[Na+].CCC(=O)[O-],CC1CCC(C)(CC2CC2)C1(C)C,1.46,3.48
[Na+].CCC(=O)[O-],C1CC2CC3C4CCC1C4C23,0.97,6.57
[Na+].CCC(=O)[O-],CCCC(C(=O)CC)C(CC)C(C)C,0.3,16.52
[Na+].CCC(=O)[O-],CCCCCC(F)(F)C(C)C,1.01,5.68
[Na+].CCC(=O)[O-],CCCCCC(CC)C(C)(C)C,1.23,4.44
[Na+].CCC(=O)[O-],CCCCC(=O)C(C)C(C)OC,0.39,14.56
[Na+].CCC(=O)[O-],CCC(CC)(CCl)C1CC1,0.39,15.61
[Na+].[O-]C(=O)c1ccccc1,CCCC(OC)C1OC(=O)OC1=O,0.34,15.18
[Na+].[O-]C(=O)c1ccccc1,CCC1CC1C1CCC(C)C1C,0.92,6.03
[Na+].[O-]C(=O)c1ccccc1,CC(=O)OC1CCC(OC(C)=O)C1,1.23,3.91
[Na+].[O-]C(=O)c1ccccc1,CC(CF)CCCF,1.06,7.03
[Na+].[O-]C(=O)c1ccccc1,CCC(C)CC1(CC)CCCCC1,1.37,3.54
[Na+].[O-]C(=O)c1ccccc1,CC1C(C#N)C2CC1C(C)(C)C2C,0.83,6.32
[Na+].[O-]C(=O)c1ccccc1,CCC(=O)C(C)C(CC)SC#N,1.14,4.28
[Na+].[O-]C(=O)c1ccccc1,CCN(C)CC1(CC(C)C)CCC1,0.79,6.44
[Na+].[O-]C(=O)c1ccccc1,CCCCC(CC)CC1CCCC1C,1.37,3.29
[Na+].[O-]C(=O)c1ccccc1,CC1OC(=O)OC2C(=O)N(C)C1C2C,0.43,11.25
[Na+].[O-]C(=O)c1ccccc1,CCSCC(CC)SSC,0.61,7.92
[Na+].[O-]C(=O)c1ccccc1,CCC(C#N)CS(=O)(=O)CC,0.39,14.15
[Na+].[O-]C(=O)c1ccccc1,CCON(C)C(C)C1CCCS1,1.14,4.19
[Na+].[O-]C(=O)c1ccccc1,CCCC(CCC)C[PH](C)=O,0.57,9.47
[Na+].[O-]C(=O)c1ccccc1,CCCC(CC)C(C)(C)CSC,0.66,7.59
[Na+].[O-]C(=O)c1ccccc1,CCSCC1CC1CC,1.32,4.66
[Na+].[O-]C(=O)c1ccccc1,CC(C)C1CCC(Cl)CC1C,0.74,7.25
[Na+].[O-]C(=O)c1ccccc1,CCC1C(C)CC12CCS2(=O)=O,0.48,10.61
[Na+].[O-]C(=O)c1ccccc1,CC1CC12CC1(CC1)C2,0.3,26.58
[Na+].[O-]C(=O)c1ccccc1,CC(=O)C1CC2CCCC(C2)C1=O,0.57,9.26
[Na+].[O-]C(=O)c1ccccc1,COC(C)CC1CCCC12CCC2,1.41,3.43
[Na+].[O-]C(=O)c1ccccc1,CCCCCC(C)S(=O)(=O)CC,0.97,4.92
[Na+].[O-]C(=O)c1ccccc1,CCCOC(=O)OC(C)N(C)CC,1.5,3.07
[Na+].[O-]C(=O)c1ccccc1,CCCC(C)CC(=O)OC(C)=O,0.57,9.69
[Na+].[O-]C(=O)c1ccccc1,CCCC1CC1(CCC)CC(C)C,0.7,7.37
[Na+].[O-]C(=O)c1ccccc1,CC1=C[C@H](F)C=CO1,0.48,17.51
[Na+].[O-]C(=O)c1ccccc1,CCC(CC)(OC(C)=O)SC,0.79,6.7
[Na+].[O-]C(=O)c1ccccc1,CC(F)CC(C)(F)C#N,0.97,7.11
[Na+].[O-]C(=O)c1ccccc1,CC(C)C1CCC2C(C1)C1C2N1C,1.28,3.88
[Na+].[O-]C(=O)c1ccccc1,CCS(=O)(=O)CCCC(C)(C)F,0.74,6.45
[Na+].[O-]C(=O)c1ccccc1,CCC12C3C4C(C)C5C3C13C4C2C53,1.23,4.23
[Na+].[O-]C(=O)c1ccccc1,CCCOC(=O)OCCC(C)OC,1.06,4.51
[Na+].[O-]C(=O)c1ccccc1,CCCOC(=O)OCOC,0.66,9.65
[Na+].[O-]C(=O)c1ccccc1,CC(C)CCCC(C)C(C)SC#N,1.41,3.13
[Na+].[O-]C(=O)c1ccccc1,CCC1C2C3CC4CCC(C)C4(C3)C12,0.83,5.88
[Na+].[O-]C(=O)c1ccccc1,CCOC(=O)OCCCS(C)=O,0.48,10.29
[Na+].[O-]C(=O)c1ccccc1,CC(CCCC(C)C(C)C)SC#N,1.46,3.01
[Na+].[O-]C(=O)c1ccccc1,CC1CC2CCCC3(CCCC3=O)C12,1.41,3.25
[Na+].[O-]C(=O)c1ccccc1,CCCCC(C)(CC)CCC(C)=O,0.34,15.5
[Na+].[O-]C(=O)c1ccccc1,COCS(=O)(=O)C(C)(C)C,1.41,3.76
[Na+].[O-]C(=O)c1ccccc1,CCCC(Cl)(CC)CC,1.46,4.04
[Na+].[O-]C(=O)c1ccccc1,CCCCC(=O)OCCC(C)C,1.32,3.91
[Na+].[O-]C(=O)c1ccccc1,CCC12COC(CC1C)CC2(C)C,0.61,8.53
[Na+].[O-]C(=O)c1ccccc1,CC1CCC2CC1(C1CC3CC1C3)C2,1.06,4.51
[Na+].[O-]C(=O)c1ccccc1,CC(C)(C)c1ccc2c(c1)ON(F)O2,0.97,4.8
[Na+].[O-]C(=O)c1ccccc1,CCCCCC(F)C(=O)CN(C)C,1.06,4.54
[Na+].[O-]C(=O)c1ccccc1,CC1C2CC2C1(C)CC1CCCC1,1.06,4.82
[Na+].[O-]C(=O)c1ccccc1,CCC1CC(C)(CC)C(=O)CC1(C)C,1.06,4.37
[Na+].[O-]C(=O)c1ccccc1,CCC1CCC1(C)C(C)(C)CC,0.92,5.95
[Na+].[O-]C(=O)c1ccccc1,CC(C)C1CC2CC(C#N)(C2)C(C)C1,1.14,4.14
[Na+].[O-]C=O,CCCC(CCC)C[PH](C)=O,0.39,14.32
[Na+].[O-]C=O,CCCC(=O)C(CC)CC(C)(C)F,1.19,4.25
[Na+].[O-]C=O,CCCC(CCC)CC(C)CC#N,0.52,10.39
[Na+].[O-]C=O,CC(CCCC1CC1C)CC(C)(C)C,0.7,7.07
[Na+].[O-]C=O,CCCC1(CC)COC(=O)OC1,0.3,19.12
[Na+].[O-]C=O,CC12CC3C4CCC35CC(C1CO5)C42,1.01,4.99
[Na+].[O-]C=O,CCCP(C)CCC,0.83,8.81
[Na+].[O-]C=O,CC(=O)CC(C)CCOC(C)=O,1.37,4.01
[Na+].[O-]C=O,CC(CCCC(C)C(C)C)SC#N,0.7,6.97
[Na+].[O-]C=O,CCC(C)(C)CCC1C2CCSC21,0.52,9.49
[Na+].[O-]C=O,CCC(C(C)C)C1CCC(C)(C)C1C,0.48,10.41
[Na+].[O-]C=O,CCC1CCC(C)CC1(C)CC(C)C,0.52,9.59
[Na+].[O-]C=O,CCCCC(C)OC(=O)OCC,0.83,6.69
[Na+].[O-]C=O,CCCC1C(C)C1C1CC1CC,0.39,15.18
[Na+].[O-]C=O,CCCC(CCC#N)C(C)(CC)CC,0.79,6.27
[Na+].[O-]C=O,CN(C)C1=COC(C#N)=CO1,1.32,4.72
[Na+].[O-]C=O,CC1CCC2CC1(C1CC3CC1C3)C2,1.23,4.06
[Na+].[O-]C=O,CC(C)CC(F)(F)C(C)CF,1.06,5.37
[Na+].[O-]C=O,CC1CCC1CC1(C#N)CC(C)(C)C1,1.41,3.5
[Na+].[O-]C=O,CC(C)CC1(C)CC(C)C12CC2,1.23,4.65
[Na+].[O-]C=O,CCCC1CC2(CCCCC2)CO1,1.1,4.77
[Na+].[O-]C=O,CCCCC(C)(C)C(Cl)C#N,1.37,3.97
[Na+].[O-]C=O,CCCC(C)C(F)CCC(C)C,0.43,13.11
[Na+].[O-]C=O,CCOC(=O)OCCCS(C)=O,1.28,3.82
[Na+].[O-]C=O,COc1cc(-c2ccccc2)c[nH]1,0.66,8.52
[Na+].[O-]C=O,CS(=O)(=O)C1CCCCC1,1.19,4.93
[Na+].[O-]C=O,CCCCC(C#N)CC(C)CC(C)C,1.41,3.43
[Na+].[O-]C=O,CCCCC(=O)C(C)(C)C(C)CC,0.88,5.95
[Na+].[O-]C=O,CCCC(=O)C(C#N)C(CC)CC,0.39,13.92
[Na+].[O-]C=O,CCCCCC(CC1CCC1)C1CC1,0.74,6.75
[Na+].[O-]C=O,CC1(C)CC2CCCC(C#N)(C2)C1,0.79,6.91
[Na+].[O-]C=O,CC(C)C1CCC2C(C1)C1C2N1C,1.46,3.6
[Na+].[O-]C=O,C1CC2CC3C4CCC1C4C23,1.46,4.35
[Na+].[O-]C=O,CCCCC1CC1C1C(=O)CCC1C,0.97,5.1
[Na+].[O-]C=O,CCC1(C2(C)CC3C(C)C3C2)CC1C,1.46,3.35
[Na+].[O-]C=O,CCCCCOC(=O)C(C)C,0.83,7.36
[Na+].[O-]C=O,CCOC(C)OC(=O)OC,0.79,8.27
[Na+].[O-]C=O,CCCCCCC(C)CC#N,1.32,4.68
[Na+].[O-]C=O,CCC1C2CCCC(C3(C)CC3)C12,1.1,4.87
[Na+].[O-]C=O,CCCC(CCCC#N)C(F)(F)F,0.92,5.42
[Na+].[O-]C=O,CCC(C)CC1(CC(=O)OC)CC1,0.83,6.32
[Na+].[O-]C=O,CC1C(=O)CCC2(C#N)C(C3CC3)C12,1.14,4.42
[Na+].[O-]C=O,CC1C(=O)C2CCCC2C1=O,1.23,5.08
[Na+].[O-]C=O,CCC12CC3CCC(C3C)C(C)C1C2,0.88,5.7
[Na+].[O-]C=O,CCC1CC(C)C1C(C)CCOC,0.3,17.87
[Na+].[O-]C=O,CC(C)(C)c1ccc2c(c1)ON(F)O2,0.39,12.8
[Na+].[O-]C=O,CC1CCCC(C)S(=O)(=O)CC1,0.48,10.74
[Na+].[O-]C=O,CCCOCCC1CC(C)CCC1C,0.83,5.87
[Na+].[O-]C=O,COOCC(C)CCC(C)C,1.06,5.64
[Na+].[O-]C=O,CCCC1(C)CCC(C)CC1(C)C,1.28,4.06
[Na+].COS(=O)(=O)[O-],CCCCC(CCC)CC(C)C#N,0.79,6.55
[Na+].COS(=O)(=O)[O-],CCCCCCC(=O)CC(C)CCC,0.97,4.8
[Na+].COS(=O)(=O)[O-],CC(=O)CCCC(C)C(C)(C)C#N,0.97,5.25
[Na+].COS(=O)(=O)[O-],CCCC1(Cl)CC2CCC1C2,0.39,14.39
[Na+].COS(=O)(=O)[O-],CC1CCC2CC1(C1CC3CC1C3)C2,1.23,3.86
[Na+].COS(=O)(=O)[O-],CCCC(CCC#N)C(C)(CC)CC,0.57,8.58
[Na+].COS(=O)(=O)[O-],CCCC(=O)C(CC)S(C)(=O)=O,0.66,7.47
[Na+].COS(=O)(=O)[O-],CC1(C(=O)Cl)CCCC1CCl,1.32,3.48
[Na+].COS(=O)(=O)[O-],CCCC(C)N(CC)CC(=O)CC,1.14,4.31
[Na+].COS(=O)(=O)[O-],CCC(C(C)C)C1(C)C(C)CCC1C,0.79,6.04
[Na+].COS(=O)(=O)[O-],CC(CCCC1CC1C)CC(C)(C)C,1.41,3.21
[Na+].COS(=O)(=O)[O-],CC(=O)N(OC(=O)OCF)C(C)=O,0.79,6.15
[Na+].COS(=O)(=O)[O-],CCCC(CC)OOC(=O)Cl,0.97,5.27
[Na+].COS(=O)(=O)[O-],CCCCC1C(C)C1CC(C)=O,0.57,9.96
[Na+].COS(=O)(=O)[O-],CC(=O)CCC(C)(C)C(C)C(C)C,0.52,10.01
[Na+].COS(=O)(=O)[O-],CCC(C)(C)CCC(=O)N1CCCO1,0.88,5.31
[Na+].COS(=O)(=O)[O-],C1CC2CC1CC1CC21,0.97,7.79
[Na+].COS(=O)(=O)[O-],CCCC1(CC)C(COC)C1(C)C,1.28,3.81
[Na+].COS(=O)(=O)[O-],CCC(C)C(F)CCCCC(C)C,0.74,6.76
[Na+].COS(=O)(=O)[O-],COC(=O)C1CCCC(C(C)C)C1C,1.41,3.18
[Na+].COS(=O)(=O)[O-],CSC1(C)CCC(=O)C(C)C1,1.06,5.02
[Na+].COS(=O)(=O)[O-],CCCP(C)CCC(C)CC,0.34,16.42
[Na+].COS(=O)(=O)[O-],CC1C2CC2C1(C)CC1CCCC1,1.19,4.27
[Na+].COS(=O)(=O)[O-],CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.01,4.64
[Na+].COS(=O)(=O)[O-],CC1C(C#N)C2CC1C(C)(C)C2C,0.74,7.18
[Na+].COS(=O)(=O)[O-],CCCC1CCC1CCl,0.88,7.21
[Na+].COS(=O)(=O)[O-],CCCC(C)CC1(C#N)CCC(C)C1,0.66,7.43
[Na+].COS(=O)(=O)[O-],CC(C)C1CCCCCCCCCC1,1.06,4.4
[Na+].COS(=O)(=O)[O-],CC(=O)C1CC2(C(C)=O)CC2C1C,0.97,5.28
[Na+].COS(=O)(=O)[O-],CN(C)C1=COC(C#N)=CO1,0.83,7.4
[Na+].COS(=O)(=O)[O-],CCCCC(C)C(=O)OOCF,0.61,8.76
[Na+].COS(=O)(=O)[O-],c1csc(CCCC2CC2)c1,0.79,7.14
[Na+].COS(=O)(=O)[O-],CC1(C)CC2CCCC(C#N)(C2)C1,0.88,5.96
[Na+].COS(=O)(=O)[O-],CCC(C#N)C1CCC1,0.88,8.58
[Na+].COS(=O)(=O)[O-],CC(=O)C(C)(C)C(C)C#N,0.66,10.32
[Na+].COS(=O)(=O)[O-],CCCC1(CC)COC(=O)OC1,1.01,5.29
[Na+].COS(=O)(=O)[O-],CC1CCC(=O)C(C)(C)CC1C,0.57,9.96
[Na+].COS(=O)(=O)[O-],CCCC(CC#N)CCC(C)CC,0.92,5.56
[Na+].COS(=O)(=O)[O-],C1C2CC3C4CC5CC4C3C1CC25,0.43,12.89
[Na+].COS(=O)(=O)[O-],CC1COCC2(C1)C(=O)OCC2C#N,0.88,5.42
[Na+].COS(=O)(=O)[O-],CCCC(C)C(C)S(=O)(=O)F,1.23,4.03
[Na+].COS(=O)(=O)[O-],CC12CC3(C)CC(C1)(C2)S3(=O)=O,1.28,3.77
[Na+].COS(=O)(=O)[O-],CCC(C)(C)CCCC(F)CF,1.14,4.48
[Na+].COS(=O)(=O)[O-],CC(=O)CC1CC1C1CC(C)C2CC21,1.19,3.96
[Na+].COS(=O)(=O)[O-],CCC(=O)CC1OC(=O)C1C1CC1,0.34,15.71
[Na+].COS(=O)(=O)[O-],CCC(=O)CCC(=O)OC(C)=O,0.7,7.84
[Na+].COS(=O)(=O)[O-],CCCC1(CC)OOOC1C,1.1,5.18
[Na+].COS(=O)(=O)[O-],CCCC(CCC)C(C)CC#N,1.28,4.2
[Na+].COS(=O)(=O)[O-],CCOC(=O)C(C#N)(CC)CC(C)C,1.01,4.62
[Na+].COS(=O)(=O)[O-],CCC1CCC2C3CCC3OC(=O)C12,1.32,3.49
[Na+].[S-]C#N,CCC1(C)CC(=O)CCC1(C)C,0.66,8.72
[Na+].[S-]C#N,COC1=CSC=CC1,0.52,14.63
[Na+].[S-]C#N,CC(F)C(=O)C1(C)CCCO1,0.97,6.14
[Na+].[S-]C#N,CC(=O)CCCC1CCC(=O)C1C,0.3,18.03
[Na+].[S-]C#N,CCC1C(C)CC1C(C)C,0.7,9.84
[Na+].[S-]C#N,CC(C)C1CCC(Cl)CC1C,0.97,5.63
[Na+].[S-]C#N,COC(=O)OCC1C2CCCC1C2,0.61,8.64
[Na+].[S-]C#N,CC(C)C1CCC2C(C)C2(C)C1,1.01,5.67
[Na+].[S-]C#N,CCCCC(C(C)=O)C(Cl)Cl,0.83,5.87
[Na+].[S-]C#N,COCC1C2C(C)C2C(C)CC1(C)C,1.28,3.74
[Na+].[S-]C#N,CC(=O)OCP,0.52,17.68
[Na+].[S-]C#N,CCOC(=O)C(CC(C)=O)C1CC1C,0.34,14.59
[Na+].[S-]C#N,CC(C)CC(C)(C)C(C)C1CC1,0.92,6.17
[Na+].[S-]C#N,CCCC(=O)CCCCC(F)CC,0.61,8.45
[Na+].[S-]C#N,CCCC(=O)CC(CC#N)C(C)(C)C,1.14,4.25
[Na+].[S-]C#N,CC1C(=O)CCC2(C#N)C(C3CC3)C12,0.39,13.3
[Na+].[S-]C#N,CCCCCC(CSC)C(C)C,1.01,5.0
[Na+].[S-]C#N,CCCOCCC1CC(C)CCC1C,1.5,3.12
[Na+].[S-]C#N,CCC(Cl)CC(C)C1CCCC1,0.39,13.33
[Na+].[S-]C#N,CCCCCC1(C(C)C)CC1,0.66,9.51
[Na+].[S-]C#N,CC1CC(C)(C)C(C)(C)CC1=O,1.32,4.22
[Na+].[S-]C#N,CCCC(C(C)C)C(C)C(=O)OC,0.92,5.58
[Na+].[S-]C#N,CC(C)C(C1CC1)C(C)(C)C,0.48,13.19
[Na+].[S-]C#N,CC1COCCCC1(C)C,0.52,13.18
[Na+].[S-]C#N,CCC1CCC(C)CC1(C)CC(C)C,1.23,3.9
[Na+].[S-]C#N,COC(=O)OC1CCCC(C)C1,1.37,3.96
[Na+].[S-]C#N,CCSCC1CC1CC,0.74,9.04
[Na+].[S-]C#N,CCSCC(CC)SSC,0.88,5.54
[Na+].[S-]C#N,CC1CC(C)C(CCC(=O)N(C)C)C1,1.23,3.88
[Na+].[S-]C#N,CC(C)N(C)C(CCF)CC(F)F,0.48,10.32
[Na+].[S-]C#N,CC1C2C3CC(C)C45C(CC2C34)CC15,0.52,9.96
[Na+].[S-]C#N,CCCC(=O)C(CC)CC(C)(C)F,1.23,4.06
[Na+].[S-]C#N,CCCCCC(C)(C)CCC(C)C#N,0.52,9.6
[Na+].[S-]C#N,CC(CC1CCC1)C(=O)Cl,1.23,4.76
[Na+].[S-]C#N,CCCC(F)(F)CCCC#N,0.88,6.75
[Na+].[S-]C#N,CCCCC(C)(CC)CCC(C)=O,1.5,3.36
[Na+].[S-]C#N,CC(=O)C1C2CCC(CSC2)C1C,0.3,16.57
[Na+].[S-]C#N,CCCCC(=O)C(C)(C)C(C)CC,1.46,3.46
[Na+].[S-]C#N,CCCC(CCC)C(C)CC#N,0.57,10.2
[Na+].[S-]C#N,CC(C)CC(F)(F)C(C)CF,0.3,19.53
[Na+].[S-]C#N,CCC1(C)CC2C(C)C2C1C(=O)OC,1.19,4.04
[Na+].[S-]C#N,CCC(C(C)C)C1CCC(C)(C)C1C,0.92,5.29
[Na+].[S-]C#N,CCC(Cl)C(=O)C(C)=O,1.32,4.78
[Na+].[S-]C#N,CCC1CC(C(C)C)C(C)(C)C1C,0.43,12.49
[Na+].[S-]C#N,CCC(CC)C(C)C1CC(C)C1C,0.39,13.8
[Na+].[S-]C#N,CC1COCC2(C1)C(=O)OCC2C#N,0.97,5.04
[Na+].[S-]C#N,CC1CC(C)(C#N)C(=O)C2(C)CC12,1.37,3.85
[Na+].[S-]C#N,CC(Cl)CC(C#N)CC(C)(C)C,0.79,6.49
[Na+].[S-]C#N,CCC1C2C3CC4CCC(C)C4(C3)C12,1.28,3.85
[Na+].[S-]C#N,CCN(C)CC1(CC(C)C)CCC1,1.41,3.61
[Na+].[Br-],CCCOCCCC(C)CCC,1.06,5.12
[Na+].[Br-],CCC(Cl)C(=O)C(C)=O,0.7,9.21
[Na+].[Br-],CC(C)C1CCC(Cl)CC1C,1.01,5.32
[Na+].[Br-],CC(C)(C)CC1CCS1(=O)=O,1.19,4.42
[Na+].[Br-],CC1CC2CC(C2)CC1C,1.28,5.21
[Na+].[Br-],CCSCC(CC)SSC,0.52,9.48
[Na+].[Br-],CCN(C)CC1(CC(C)C)CCC1,1.41,3.54
[Na+].[Br-],CC(Cl)CC(C#N)CC(C)(C)C,0.48,10.78
[Na+].[Br-],CCC1(C)CC(=O)CCC1(C)C,0.3,19.45
[Na+].[Br-],COc1cc(-c2ccccc2)c[nH]1,0.34,16.63
[Na+].[Br-],CCCOC(=O)C(C)C1CCC1CC,0.52,9.39
[Na+].[Br-],CCC1C(COC)C2C3CC3CC12C,1.37,3.44
[Na+].[Br-],C1C2C1C1C2CC2CC21C1CC1,0.52,11.62
[Na+].[Br-],CCCC(C)N(CC)CC(=O)CC,1.14,4.41
[Na+].[Br-],CC(Cl)CCC(C)C(F)(F)F,0.79,6.39
[Na+].[Br-],CC1CC(C2C(C)C(C)CC2(C)C)C1,0.34,14.82
[Na+].[Br-],CC1(C(C#N)CCC2CC2)CCCC1,0.83,5.98
[Na+].[Br-],CCCCCC(=O)N(C=O)CCC,0.3,17.67
[Na+].[Br-],CCCC(F)(F)CCCC#N,0.88,6.67
[Na+].[Br-],CCC1(C2(C)CC3C(C)C3C2)CC1C,0.97,5.05
[Na+].[Br-],CC(C)CSC(C)C(C)(C)C,0.92,5.89
[Na+].[Br-],CC1C(=O)C(C#N)CC2CCCC21,0.61,8.91
